,POLICY_ACTIVITY_ID,POLICY_NUMBER,PRODUCT_CODE,SUB_PRODUCT_CODE,BROAD_PRODUCT_CODE,CARRIER_ID,TERM_CODE,PAPER_APPLICTION_NO,ELECTRONIC_APP_ID,EFFECTIVE_DATE,EXPIRATON_DATE,ASSIGNMENT_DATE,BINDING_DATE,PREMIUM_EFF_DATE,LAST_NOTICE_DATE,LAST_REINSTATE_DATE,LAST_TERMINATION_DATE,INCEPTION_DATE,AUDIT_FLAG,POLICY_STATUS_CODE,LATEST_FLAG,POLICY_VERSION,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,OPERATIONS_DESCRIPTION,COVERAGE_TYPE_CODE,ID_CARD_TYPE,PACKAGE_POLICY_IND,POLICY_TYPE
68,CS000000273,19PAT00066,V,CSVC,,Surya Insu,A,,CS000000273,2020-01-11 00:00:00,2021-01-11 00:00:00,2020-05-03,2020-05-03 03:18:16,2020-05-03,2020-05-03,2020-05-03,2020-05-03,2020-01-11,N,EXPIRED,Y,0.0,ADMINISTRATOR,2020-01-14 00:00:00.000,ADMINISTRATOR,2020-08-26 11:08:17.000,,LO,,,
69,CS000000275,20PAT00067,V,CSVC,,Surya Insu,A,,CS000000275,2020-01-15 00:00:00,2021-01-15 00:00:00,2020-04-29,2020-04-29 14:38:39,2020-04-29,2020-04-29,2020-04-29,2020-04-29,2020-01-15,N,INFORCE,Y,0.0,RSHUKLA,2020-01-15 00:00:00.000,ADMINISTRATOR,2020-12-15 17:54:17.000,,LO,,,
70,CS000000276,20PAT00068,V,CSVC,,Surya Insu,A,,CS000000276,2020-01-15 00:00:00,2021-01-15 00:00:00,2020-05-04,2020-05-04 00:58:06,2020-05-04,2020-05-04,2020-05-04,2020-05-04,2020-01-15,N,INFORCE,Y,0.0,RSHUKLA,2020-01-15 00:00:00.000,ADMINISTRATOR,2021-01-26 15:32:17.000,,LO,,,
71,CS000000284,20PAT00070,V,CSVC,,Surya Insu,A,,CS000000284,2020-01-29 00:00:00,2021-01-29 00:00:00,2020-02-03,2020-02-03 05:24:43,2020-02-03,2020-02-03,2020-02-03,2020-02-03,2020-01-29,N,INFORCE,Y,0.0,RSHUKLA,2020-01-29 00:00:00.000,ADMINISTRATOR,2020-10-21 12:08:17.000,,LO,,,
72,CS000000299,20VAT00072,V,CSVC,,Surya Insu,A,,CS000000299,2020-02-19 00:00:00,2021-02-19 00:00:00,2020-03-02,2020-03-02 13:27:00,2020-03-02,2020-03-02,2020-03-02,2020-03-02,2020-02-19,N,INFORCE,Y,0.0,RSHUKLA,2020-02-19 00:00:00.000,ADMINISTRATOR,2020-07-24 12:24:17.000,,LO,,,
73,CS000000347,20CAT00074,V,CSVC,,Surya Insu,A,,CS000000347,2020-03-06 00:00:00,2021-03-06 00:00:00,2020-04-28,2020-04-28 00:07:34,2020-04-28,2020-04-28,2020-04-28,2020-04-28,2020-03-06,N,INFORCE,Y,0.0,RSHUKLA,2020-03-05 00:00:00.000,ADMINISTRATOR,2021-03-10 14:58:17.000,,LO,,,
74,CS000000348,20NJL00075,V,CSVC,,Surya Insu,A,,CS000000348,2020-03-09 00:00:00,2021-03-09 00:00:00,2020-03-10,2020-03-10 03:02:47,2020-03-10,2020-03-10,2020-03-10,2020-03-10,2020-03-09,N,EXPIRED,Y,0.0,RSHUKLA,2020-03-09 00:00:00.000,ADMINISTRATOR,2020-06-22 00:57:21.000,,LO,,,
75,CS000000351,20PAL00076,V,CSVC,,Surya Insu,A,,CS000000351,2020-03-17 00:00:00,2021-03-17 00:00:00,2020-03-18,2020-03-18 02:49:37,2020-03-18,2020-03-18,2020-03-18,2020-03-18,2020-03-17,N,INFORCE,Y,0.0,RSHUKLA,2020-03-16 00:00:00.000,ADMINISTRATOR,2021-03-08 15:30:17.000,,LO,,,
76,CS000000360,20CAL00078,V,CSVC,,Surya Insu,A,,CS000000360,2020-03-18 00:00:00,2021-03-18 00:00:00,2020-03-20,2020-03-20 19:04:17,2020-03-20,2020-03-20,2020-03-20,2020-03-20,2020-03-18,N,INFORCE,Y,0.0,RSHUKLA,2020-03-19 00:00:00.000,RSHUKLA,2020-12-23 15:56:17.000,,LO,,,
77,CS000000364,20CAL00077,V,CSVC,,Surya Insu,A,,CS000000364,2020-03-18 00:00:00,2021-03-18 00:00:00,2020-03-20,2020-03-20 19:02:17,2020-03-20,2020-03-20,2020-03-20,2020-03-20,2020-03-18,N,INFORCE,Y,0.0,RSHUKLA,2020-03-19 00:00:00.000,RSHUKLA,2021-01-20 13:22:17.000,,LO,,,
78,CS000000368,20CAL00079,V,CSVC,,Surya Insu,A,,CS000000368,2020-03-23 00:00:00,2021-03-23 00:00:00,2020-03-25,2020-03-25 16:22:17,2020-03-25,2020-03-25,2020-03-25,2020-03-25,2020-03-23,N,EXPIRED,Y,0.0,RSHUKLA,2020-03-25 00:00:00.000,RSHUKLA,2020-05-22 11:50:17.000,,LO,,,
79,CS000000371,20ALT00019,V,CSVC,,Surya Insu,A,,CS000000371,2020-04-01 00:00:00,2021-04-01 00:00:00,2020-04-03,2020-04-03 00:48:17,2020-04-03,2020-04-03,2020-04-03,2020-04-03,2020-04-01,N,EXPIRED,Y,0.0,RSHUKLA,2020-04-02 00:00:00.000,ADMINISTRATOR,2021-01-26 15:58:17.000,,LO,,,
80,CS000000385,20NJL00080,V,CSVC,,Surya Insu,A,,CS000000385,2020-04-10 00:00:00,2021-04-10 00:00:00,2020-04-08,2020-04-08 03:14:17,2020-04-08,2020-04-08,2020-04-08,2020-04-08,2020-04-10,N,EXPIRED,Y,0.0,RSHUKLA,2020-04-06 00:00:00.000,RSHUKLA,2020-04-21 14:24:17.000,,LO,,,
81,CS000000421,20ORT00082,V,CSVC,,Surya Insu,A,,CS000000421,2020-04-14 00:00:00,2021-04-14 00:00:00,2020-06-29,2020-06-29 12:10:25,2020-06-29,2020-06-29,2020-06-29,2020-06-29,2020-04-14,N,EXPIRED,Y,0.0,RSHUKLA,2020-04-16 00:00:00.000,ADMINISTRATOR,2021-03-25 17:46:17.000,,LO,,,
82,CS000000539,20CAT00057,V,CSVC,,Surya Insu,A,,CS000000539,2020-08-01 00:00:00,2021-08-01 00:00:00,2020-07-31,2020-07-31 15:18:17,2020-07-31,2020-07-31,2020-07-31,2020-07-31,2020-08-01,N,EXPIRED,Y,0.0,RSHUKLA,2020-07-31 00:00:00.000,RSHUKLA,2020-12-16 13:32:17.000,,LO,,,
83,Q0000050,21NJN00141,V,CSVC,,Surya Insu,A,,Q0000050,2021-04-15 00:00:00,2022-04-15 00:00:00,,,,,,,2021-04-15,N,EXPIRED,N,0.0,Administrator,2021-04-16 07:16:04.800,Administrator,2021-04-16 07:16:04.800,0,LO,,,
84,Q0000052,21NJT00133,V,CSVC,,ATIC,A,,Q0000052,2021-03-04 00:00:00,2022-03-04 00:00:00,2021-06-22,2021-06-22 00:00:00,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2021-03-04,N,TERMINATED,Y,0.0,Administrator,2021-04-17 01:03:14.227,Administrator,2021-06-22 14:04:11.000,0,LO,,,
85,Q0000054,21PAT00137,V,CSVC,,ATIC,A,,Q0000054,2021-04-03 00:00:00,2022-04-03 00:00:00,2021-04-22,2021-04-22 00:00:00,2021-04-22,2021-04-22,2021-04-22,2021-04-22,2021-04-03,N,TERMINATED,Y,0.0,Administrator,2021-04-17 03:24:31.327,Administrator,2021-04-27 08:12:11.000,0,LO,,,
86,Q0000056,21CAT00132,V,CSVC,,Surya Insu,A,,Q0000056,2021-03-03 00:00:00,2022-03-03 00:00:00,,,,,,,2021-03-03,N,EXPIRED,N,0.0,Administrator,2021-04-17 01:27:41.930,Administrator,2021-04-17 01:27:41.930,0,LO,,,
87,Q0000060,21NJT00131,V,CSVC,,ATIC,A,,Q0000060,2021-02-26 00:00:00,2022-02-26 00:00:00,2021-04-28,2021-04-28 00:00:00,2021-04-28,2021-04-28,2021-04-28,2021-04-28,2021-02-26,N,TERMINATED,Y,0.0,Administrator,2021-04-17 02:01:11.517,Administrator,2021-04-28 07:30:10.000,0,LO,,,
88,Q0000062,21CAN00130,V,CSVC,,ATIC,A,,Q0000062,2021-02-26 00:00:00,2022-02-26 00:00:00,2021-11-11,2021-11-11 00:00:00,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2021-02-26,N,EXPIRED,Y,0.0,Administrator,2021-04-17 02:20:13.400,RSHUKLA,2021-11-11 12:56:10.000,0,LO,,,
89,Q0000065,20VAN00113,V,CSVC,,Surya Insu,A,,Q0000065,2020-10-23 00:00:00,2021-10-23 00:00:00,,,,,,,2020-10-23,N,EXPIRED,N,0.0,Administrator,2021-04-17 02:42:52.043,Administrator,2021-04-17 02:42:52.043,0,LO,,,
90,Q0000066,21NJT00140,V,CSVC,,ATIC,A,,Q0000066,2021-04-10 00:00:00,2022-04-10 00:00:00,2021-04-28,2021-04-28 00:00:00,2021-04-28,2021-04-28,2021-04-28,2021-04-28,2021-04-10,N,TERMINATED,Y,0.0,Administrator,2021-04-17 02:50:34.000,Administrator,2021-04-28 07:16:10.000,0,LO,,,
91,Q0000067,20NJT00109,V,CSVC,,Surya Insu,A,,Q0000067,2020-09-24 00:00:00,2021-09-24 00:00:00,,,,,,,2020-09-24,N,EXPIRED,N,0.0,Administrator,2021-04-17 03:09:39.660,Administrator,2021-04-17 03:09:39.660,0,LO,,,
92,Q0000071,20VAN00100,V,CSVC,,Surya Insu,A,,Q0000071,2020-08-06 00:00:00,2021-08-06 00:00:00,,,,,,,2020-08-06,N,EXPIRED,N,0.0,Administrator,2021-04-17 05:22:58.103,Administrator,2021-04-17 05:22:58.103,0,LO,,,
93,Q0000076,20CTN00110,V,CSVC,,ATIC,A,,Q0000076,2020-09-27 00:00:00,2021-09-27 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-09-27,N,TERMINATED,Y,0.0,Administrator,2021-04-17 06:12:11.367,Administrator,2021-04-20 02:08:10.000,0,LO,,,
94,Q0000077,20CAT00062,V,CSVC,,Surya Insu,A,,Q0000077,2020-08-04 00:00:00,2021-08-04 00:00:00,,,,,,,2020-08-04,N,EXPIRED,N,0.0,Administrator,2021-04-17 05:36:04.433,Administrator,2021-04-17 05:36:04.433,0,LO,,,
95,Q0000080,20CAT00111,V,CSVC,,ATIC,A,,Q0000080,2020-10-05 00:00:00,2021-10-05 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-10-05,N,EXPIRED,Y,0.0,Administrator,2021-04-17 05:54:27.560,Administrator,2021-04-20 01:56:10.000,0,LO,,,
96,Q0000082,20CAL00088,V,CSVC,,Surya Insu,A,,Q0000082,2020-06-01 00:00:00,2021-06-01 00:00:00,,,,,,,2020-06-01,N,EXPIRED,N,0.0,Administrator,2021-04-17 06:23:12.983,Administrator,2021-04-17 06:23:12.983,0,LO,,,
97,Q0000085,21PAT00067,V,CSVC,,ATIC,A,,Q0000085,2021-01-15 00:00:00,2022-01-15 00:00:00,2021-05-24,2021-05-24 00:00:00,2021-05-24,2021-05-24,2021-05-24,2021-05-24,2021-01-15,N,TERMINATED,Y,0.0,Administrator,2021-04-17 06:45:54.083,Administrator,2021-07-01 00:54:10.000,0,LO,,,
98,Q0000090,20VAN00108,V,CSVC,,ATIC,A,,Q0000090,2020-09-22 00:00:00,2021-09-22 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-09-22,N,TERMINATED,Y,0.0,Administrator,2021-04-17 07:45:35.927,Administrator,2021-04-20 02:20:10.000,0,LO,,,
99,Q0000091,21NJN00136,V,CSVC,,ATIC,A,,Q0000091,2021-03-24 00:00:00,2022-03-24 00:00:00,2021-04-21,2021-04-21 00:00:00,2021-04-21,2021-04-21,2021-04-21,2021-04-21,2021-03-24,N,TERMINATED,Y,0.0,Administrator,2021-04-17 07:24:18.710,Administrator,2021-10-26 10:26:11.000,0,LO,,,
100,Q0000094,21NJT00128,V,CSVC,,ATIC,A,,Q0000094,2021-03-01 00:00:00,2022-03-01 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2021-03-01,N,TERMINATED,Y,0.0,Administrator,2021-04-17 07:30:00.693,Administrator,2021-04-20 01:46:10.000,0,LO,,,
101,Q0000095,21CAL00077,V,CSVC,,ATIC,A,,Q0000095,2021-03-18 00:00:00,2022-03-18 00:00:00,2021-12-27,2021-12-27 00:00:00,2021-12-27,2021-12-27,2021-12-27,2021-12-27,2021-03-18,N,EXPIRED,Y,0.0,Administrator,2021-04-17 07:48:18.807,RSHUKLA,2021-12-27 12:26:11.000,0,LO,,,
102,Q0000099,21NJN00135,V,CSVC,,ATIC,A,,Q0000099,2021-03-12 00:00:00,2022-03-12 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2021-03-12,N,TERMINATED,Y,0.0,Administrator,2021-04-17 08:31:20.943,Administrator,2021-04-20 01:46:10.000,0,LO,,,
103,Q0000101,21NJT00129,V,CSVC,,ATIC,A,,Q0000101,2021-03-01 00:00:00,2022-03-01 00:00:00,2021-05-12,2021-05-12 00:00:00,2021-05-12,2021-05-12,2021-05-12,2021-05-12,2021-03-01,N,EXPIRED,Y,0.0,Administrator,2021-04-17 08:36:01.603,Administrator,2021-05-12 17:54:10.000,0,LO,,,
104,Q0000105,21NJN00122,V,CSVC,,ATIC,A,,Q0000105,2021-01-13 00:00:00,2022-01-13 00:00:00,2021-07-12,2021-07-12 00:00:00,2021-07-12,2021-07-12,2021-07-12,2021-07-12,2021-01-13,N,EXPIRED,Y,0.0,Administrator,2021-04-17 08:58:06.540,Administrator,2021-07-12 11:36:10.000,0,LO,,,
105,Q0000109,21NJN00125,V,CSVC,,ATIC,A,,Q0000109,2021-02-08 00:00:00,2022-02-08 00:00:00,2021-12-26,2021-12-26 00:00:00,2021-12-26,2021-12-26,2021-12-26,2021-12-26,2021-02-08,N,EXPIRED,Y,0.0,Administrator,2021-04-18 01:23:41.783,RSHUKLA,2021-12-26 12:48:10.000,0,LO,,,
106,Q0000111,21NJN00119,V,CSVC,,ATIC,A,,Q0000111,2021-01-12 00:00:00,2022-01-12 00:00:00,2021-05-28,2021-05-28 00:00:00,2021-05-28,2021-05-28,2021-05-28,2021-05-28,2021-01-12,N,TERMINATED,Y,0.0,Administrator,2021-04-18 01:28:47.473,RSHUKLA,2021-06-09 08:56:11.000,0,LO,,,
107,Q0000112,20NJL00093,V,CSVC,,ATIC,A,,Q0000112,2020-07-02 00:00:00,2021-07-02 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-07-02,N,TERMINATED,Y,0.0,Administrator,2021-04-18 02:13:38.663,Administrator,2021-04-20 02:44:10.000,0,LO,,,
108,Q0000114,21PAT00069,V,CSVC,,ATIC,A,,Q0000114,2021-01-16 00:00:00,2022-01-16 00:00:00,2021-04-21,2021-04-21 00:00:00,2021-04-21,2021-04-21,2021-04-21,2021-04-21,2021-01-16,N,EXPIRED,Y,0.0,Administrator,2021-04-18 01:57:43.157,Administrator,2021-04-21 01:54:10.000,0,LO,,,
109,Q0000117,20CAN00118,V,CSVC,,ATIC,A,,Q0000117,2020-12-31 00:00:00,2021-12-31 00:00:00,2021-10-12,2021-10-12 00:00:00,2021-10-12,2021-10-12,2021-10-12,2021-10-12,2020-12-31,N,EXPIRED,Y,0.0,Administrator,2021-04-18 02:00:32.197,RSHUKLA,2021-10-12 18:04:10.000,0,LO,,,
110,Q0000121,20CAN00087,V,CSVC,,ATIC,A,,Q0000121,2020-05-27 00:00:00,2021-05-27 00:00:00,2021-04-18,2021-04-18 00:00:00,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2020-05-27,N,TERMINATED,Y,0.0,Administrator,2021-04-18 02:22:52.703,Administrator,2021-04-21 07:40:10.000,0,LO,,,
111,Q0000122,20NJN00117,V,CSVC,,ATIC,A,,Q0000122,2020-12-28 00:00:00,2021-12-28 00:00:00,2021-11-08,2021-11-08 00:00:00,2021-11-08,2021-11-08,2021-11-08,2021-11-08,2020-12-28,N,EXPIRED,Y,0.0,Administrator,2021-04-18 02:51:08.230,RSHUKLA,2021-11-08 17:28:10.000,0,LO,,,
112,Q0000124,20NJN00091,V,CSVC,,ATIC,A,,Q0000124,2020-06-11 00:00:00,2021-06-11 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-06-11,N,TERMINATED,Y,0.0,Administrator,2021-04-18 03:05:35.807,Administrator,2021-04-20 02:50:10.000,0,LO,,,
113,Q0000125,20PAT00064,V,CSVC,,ATIC,A,,Q0000125,2020-12-19 00:00:00,2021-12-19 00:00:00,2021-04-21,2021-04-21 00:00:00,2021-04-21,2021-04-21,2021-04-21,2021-04-21,2020-12-19,N,TERMINATED,Y,0.0,Administrator,2021-04-18 03:59:26.550,Administrator,2021-04-22 06:06:10.000,0,LO,,,
114,Q0000127,20NJN00092,V,CSVC,,ATIC,A,,Q0000127,2020-06-11 00:00:00,2021-06-11 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-06-11,N,TERMINATED,Y,0.0,Administrator,2021-04-18 03:36:21.023,Administrator,2021-04-20 02:54:10.000,0,LO,,,
115,Q0000130,20CAN00115,V,CSVC,,ATIC,A,,Q0000130,2020-12-04 00:00:00,2021-12-04 00:00:00,2021-04-23,2021-04-23 00:00:00,2021-04-23,2021-04-23,2021-04-23,2021-04-23,2020-12-04,N,TERMINATED,Y,0.0,Administrator,2021-04-18 04:00:56.487,Administrator,2021-04-23 00:32:13.000,0,LO,,,
116,Q0000134,20NJT00085,V,CSVC,,ATIC,A,,Q0000134,2020-05-21 00:00:00,2021-05-21 00:00:00,2021-04-22,2021-04-22 00:00:00,2021-04-22,2021-04-22,2021-04-22,2021-04-22,2020-05-21,N,EXPIRED,Y,0.0,Administrator,2021-04-18 05:25:44.897,Administrator,2021-04-22 08:34:10.000,0,LO,,,
117,Q0000135,21NJT00134,V,CSVC,,ATIC,A,,Q0000135,2021-03-04 00:00:00,2022-03-04 00:00:00,2021-04-22,2021-04-22 00:00:00,2021-04-22,2021-04-22,2021-04-22,2021-04-22,2021-03-04,N,TERMINATED,Y,0.0,Administrator,2021-04-18 07:05:22.243,Administrator,2021-04-22 06:10:10.000,0,LO,,,
118,Q0000137,20PAT00063,V,CSVC,,ATIC,A,,Q0000137,2020-12-14 00:00:00,2021-12-14 00:00:00,2021-04-23,2021-04-23 00:00:00,2021-04-23,2021-04-23,2021-04-23,2021-04-23,2020-12-14,N,TERMINATED,Y,0.0,Administrator,2021-04-18 06:40:08.260,Administrator,2021-04-23 03:52:10.000,0,LO,,,
119,Q0000140,20NJT00084,V,CSVC,,ATIC,A,,Q0000140,2020-05-20 00:00:00,2021-05-20 00:00:00,2021-04-18,2021-04-18 00:00:00,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2020-05-20,N,EXPIRED,Y,0.0,Administrator,2021-04-18 05:49:20.803,Administrator,2021-04-18 06:14:10.000,0,LO,,,
120,Q0000141,20NJL00107,V,CSVC,,ATIC,A,,Q0000141,2020-09-11 00:00:00,2021-09-11 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-09-11,N,TERMINATED,Y,0.0,Administrator,2021-04-18 06:07:10.570,Administrator,2021-04-20 02:32:10.000,0,LO,,,
121,Q0000142,20NJL00106,V,CSVC,,ATIC,A,,Q0000142,2020-09-04 00:00:00,2021-09-04 00:00:00,2021-07-19,2021-07-19 00:00:00,2021-07-19,2021-07-19,2021-07-19,2021-07-19,2020-09-04,N,EXPIRED,Y,0.0,Administrator,2021-04-18 06:43:29.147,RSHUKLA,2021-07-19 14:34:10.000,0,LO,,,
122,Q0000143,20VAN00081,V,CSVC,,ATIC,A,,Q0000143,2020-04-14 00:00:00,2021-04-14 00:00:00,2021-04-29,2021-04-29 00:00:00,2021-04-29,2021-04-29,2021-04-29,2021-04-29,2020-04-14,N,EXPIRED,Y,0.0,Administrator,2021-04-18 06:58:10.603,Administrator,2021-04-29 14:19:48.000,0,LO,,,
123,Q0000144,20NJL00105,V,CSVC,,ATIC,A,,Q0000144,2020-08-31 00:00:00,2021-08-31 00:00:00,2021-07-21,2021-07-21 00:00:00,2021-07-21,2021-07-21,2021-07-21,2021-07-21,2020-08-31,N,EXPIRED,Y,0.0,Administrator,2021-04-18 07:04:43.823,RSHUKLA,2021-07-21 14:26:10.000,0,LO,,,
124,Q0000145,20NJT00104,V,CSVC,,ATIC,A,,Q0000145,2020-08-26 00:00:00,2021-08-26 00:00:00,2021-04-21,2021-04-21 00:00:00,2021-04-21,2021-04-21,2021-04-21,2021-04-21,2020-08-26,N,EXPIRED,Y,0.0,Administrator,2021-04-18 07:09:30.643,Administrator,2021-04-21 05:34:10.000,0,LO,,,
125,Q0000148,20NJT00103,V,CSVC,,ATIC,A,,Q0000148,2020-08-24 00:00:00,2021-08-24 00:00:00,2021-04-22,2021-04-22 00:00:00,2021-04-22,2021-04-22,2021-04-22,2021-04-22,2020-08-24,N,TERMINATED,Y,0.0,Administrator,2021-04-18 07:28:02.403,Administrator,2021-04-22 07:22:10.000,0,LO,,,
126,Q0000149,20NJT00102,V,CSVC,,ATIC,A,,Q0000149,2020-08-14 00:00:00,2021-08-14 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-08-14,N,TERMINATED,Y,0.0,Administrator,2021-04-18 08:56:30.817,Administrator,2021-04-20 01:16:10.000,0,LO,,,
127,Q0000150,21PAT00123,V,CSVC,,ATIC,A,,Q0000150,2021-01-20 00:00:00,2022-01-20 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2021-01-20,N,TERMINATED,Y,0.0,Administrator,2021-04-19 02:39:23.257,Administrator,2021-04-20 01:20:10.000,0,LO,,,
128,Q0000151,20NJT00099,V,CSVC,,ATIC,A,,Q0000151,2020-07-28 00:00:00,2021-07-28 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-07-28,N,TERMINATED,Y,0.0,Administrator,2021-04-19 02:06:09.120,Administrator,2021-04-20 01:20:13.000,0,LO,,,
129,Q0000152,20PAT00083,V,CSVC,,ATIC,A,,Q0000152,2020-05-16 00:00:00,2021-05-16 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-05-16,N,TERMINATED,Y,0.0,Administrator,2021-04-19 02:06:14.283,Administrator,2021-04-20 01:16:10.000,0,LO,,,
130,Q0000153,20NJT00098,V,CSVC,,ATIC,A,,Q0000153,2020-07-25 00:00:00,2021-07-25 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-07-25,N,TERMINATED,Y,0.0,Administrator,2021-04-19 02:54:08.387,Administrator,2021-04-20 01:22:12.000,0,LO,,,
131,Q0000154,20ALT00114,V,CSVC,,ATIC,A,,Q0000154,2020-11-01 00:00:00,2021-11-01 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-11-01,N,TERMINATED,Y,0.0,Administrator,2021-04-19 03:08:33.100,Administrator,2021-04-20 01:22:11.000,0,LO,,,
132,Q0000155,20VAT00116,V,CSVC,,ATIC,A,,Q0000155,2020-12-08 00:00:00,2021-12-08 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-12-08,N,TERMINATED,Y,0.0,Administrator,2021-04-19 05:00:31.847,Administrator,2021-04-20 01:32:10.000,0,LO,,,
133,Q0000157,20AZT00065,V,CSVC,,ATIC,A,,Q0000157,2020-12-26 00:00:00,2021-12-26 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-12-26,N,TERMINATED,Y,0.0,Administrator,2021-04-19 04:23:19.240,Administrator,2021-04-20 01:56:10.000,0,LO,,,
134,Q0000158,20ALT00097,V,CSVC,,ATIC,A,,Q0000158,2020-07-21 00:00:00,2021-07-21 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-07-21,N,TERMINATED,Y,0.0,Administrator,2021-04-19 04:52:44.637,Administrator,2021-04-20 01:26:10.000,0,LO,,,
135,Q0000160,21NJL00124,V,CSVC,,ATIC,A,,Q0000160,2021-01-22 00:00:00,2022-01-22 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2021-01-22,N,TERMINATED,Y,0.0,Administrator,2021-04-19 05:50:18.633,Administrator,2021-04-20 01:04:10.000,0,LO,,,
136,Q0000161,20PAN00096,V,CSVC,,ATIC,A,,Q0000161,2020-07-14 00:00:00,2021-07-14 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-07-14,N,TERMINATED,Y,0.0,Administrator,2021-04-19 05:47:42.547,Administrator,2021-04-20 01:30:10.000,0,LO,,,
137,Q0000162,21NJT00126,V,CSVC,,ATIC,A,,Q0000162,2021-02-16 00:00:00,2022-02-16 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2021-02-16,N,TERMINATED,Y,0.0,Administrator,2021-04-19 05:36:19.690,Administrator,2021-04-20 01:28:10.000,0,LO,,,
138,Q0000164,20PAT00042,V,CSVC,,ATIC,A,,Q0000164,2020-07-10 00:00:00,2021-07-10 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2020-07-10,N,TERMINATED,Y,0.0,Administrator,2021-04-19 06:09:41.070,Administrator,2021-04-20 01:36:10.000,0,LO,,,
139,Q0000165,20PAT00094,V,CSVC,,ATIC,A,,Q0000165,2020-07-06 00:00:00,2021-07-06 00:00:00,2021-04-21,2021-04-21 00:00:00,2021-04-21,2021-04-21,2021-04-21,2021-04-21,2020-07-06,N,EXPIRED,Y,0.0,Administrator,2021-04-19 06:23:37.023,Administrator,2021-04-21 05:18:10.000,0,LO,,,
140,Q0000166,20NJT00095,V,CSVC,,Surya Insu,A,,Q0000166,2020-07-07 00:00:00,2021-07-07 00:00:00,,,,,,,2020-07-07,N,EXPIRED,N,0.0,Administrator,2021-04-19 06:35:02.247,Administrator,2021-04-19 06:35:02.247,0,LO,,,
141,Q0000167,21PAL00076,V,CSVC,,ATIC,A,,Q0000167,2021-03-17 00:00:00,2022-03-17 00:00:00,2021-04-20,2021-04-20 00:00:00,2021-04-20,2021-04-20,2021-04-20,2021-04-20,2021-03-17,N,TERMINATED,Y,0.0,Administrator,2021-04-19 07:18:29.267,Administrator,2021-04-20 01:32:11.000,0,LO,,,
142,Q0000170,20CAT00112,V,CSVC,,ATIC,A,,Q0000170,2020-10-16 00:00:00,2021-10-16 00:00:00,2021-09-17,2021-09-17 00:00:00,2021-09-17,2021-09-17,2021-09-17,2021-09-17,2020-10-16,N,EXPIRED,Y,0.0,Administrator,2021-04-19 09:17:25.853,RSHUKLA,2021-09-17 13:02:16.000,0,LO,,,
