,SId,PolicyActivityID,PolicyNumber,EffectiveDate,TransactionCode,EndorsementReason,EndorsementRemarks,ProcessDate,ProrateFactor,WrittenPremium,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate
410,20210506000023250,Q0000312,20NJN00092,2020-12-17 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2020-12-17 00:00:00.000,0.482192,0.0,Administrator,2021-05-06 07:03:27.903,Administrator,2021-05-06 07:03:27.903
411,20210506000023253,Q0000312,20NJN00092,2021-01-11 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2021-01-11 00:00:00.000,0.413699,-1891.43,Administrator,2021-05-06 07:16:12.123,Administrator,2021-05-06 07:16:12.123
412,20210506000023269,Q0000289,21PAT00137,2021-04-03 00:00:00,NBS,NBS,New Business,2021-05-06 00:00:00.000,1.0,46600.0,Administrator,2021-05-06 07:25:56.720,Administrator,2021-05-06 07:25:56.720
413,20210506000023275,Q0000291,21VAN00081,2021-04-14 00:00:00,CAN,,,2021-04-14 00:00:00.000,0.0,-4822.0,Administrator,2021-05-06 07:36:51.253,Administrator,2021-05-06 07:36:51.253
414,20210506000023282,Q0000313,21VAN00081,2021-04-14 00:00:00,NBS,NBS,New Business,2021-05-06 00:00:00.000,1.0,4822.0,Administrator,2021-05-06 07:38:59.480,Administrator,2021-05-06 07:38:59.480
415,20210506000023288,Q0000289,21PAT00137,2021-04-06 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2021-04-06 00:00:00.000,0.991781,-9243.4,Administrator,2021-05-06 07:41:23.777,Administrator,2021-05-06 07:41:23.777
416,20210506000023291,Q0000313,21VAN00081,2021-04-14 00:00:00,CAN,,,2021-04-14 00:00:00.000,0.0,-4822.0,Administrator,2021-05-06 07:43:47.917,Administrator,2021-05-06 07:43:47.917
417,20210506000023296,Q0000289,21PAT00137,2021-04-09 00:00:00,END,MULTIPLE ENDORSEMENT,Add driver,2021-04-09 00:00:00.000,0.983562,0.0,Administrator,2021-05-06 07:50:00.573,Administrator,2021-05-06 07:50:00.573
418,20210506000023303,Q0000314,21VAN00081,2021-04-14 00:00:00,NBS,NBS,New Business,2021-05-06 00:00:00.000,1.0,4822.0,Administrator,2021-05-06 07:50:49.497,Administrator,2021-05-06 07:50:49.497
419,20210506000023311,Q0000289,21PAT00137,2021-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2021-04-19 00:00:00.000,0.956164,0.0,Administrator,2021-05-06 07:53:24.710,Administrator,2021-05-06 07:53:24.710
420,20210506000023317,Q0000314,21VAN00081,2021-04-14 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2021-04-14 00:00:00.000,1.0,0.0,Administrator,2021-05-06 07:55:50.140,Administrator,2021-05-06 07:55:50.140
421,20210506000023320,Q0000185,20ALT00114,2020-11-01 00:00:00,CAN,,,2020-11-01 00:00:00.000,0.0,-29499.8,Administrator,2021-05-06 10:50:54.073,Administrator,2021-05-06 10:50:54.073
422,20210506000023335,Q0000315,20ALT00114,2020-11-01 00:00:00,NBS,NBS,New Business,2021-05-06 00:00:00.000,1.0,26550.0,Administrator,2021-05-06 11:12:57.647,Administrator,2021-05-06 11:12:57.647
423,20210506000023344,Q0000315,20ALT00114,2020-11-01 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2020-11-01 00:00:00.000,1.0,2950.0,Administrator,2021-05-06 11:20:58.923,Administrator,2021-05-06 11:20:58.923
424,20210506000023349,Q0000315,20ALT00114,2020-11-13 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2020-11-13 00:00:00.000,0.967123,0.0,Administrator,2021-05-06 11:37:59.990,Administrator,2021-05-06 11:37:59.990
425,20210506000023354,Q0000315,20ALT00114,2020-12-14 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2020-12-14 00:00:00.000,0.882192,0.0,Administrator,2021-05-06 11:44:43.420,Administrator,2021-05-06 11:44:43.420
426,20210506000023359,Q0000315,20ALT00114,2021-04-09 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2021-04-09 00:00:00.000,0.564384,0.0,Administrator,2021-05-06 11:51:13.780,Administrator,2021-05-06 11:51:13.780
427,20210506000023364,Q0000315,20ALT00114,2021-04-14 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2021-04-14 00:00:00.000,0.550685,0.0,Administrator,2021-05-06 11:54:50.270,Administrator,2021-05-06 11:54:50.270
428,20210506000023367,Q0000236,20CAN00115,2020-12-04 00:00:00,CAN,,,2020-12-04 00:00:00.000,0.0,-46506.66,Administrator,2021-05-06 12:41:58.997,Administrator,2021-05-06 12:41:58.997
429,20210506000023374,Q0000316,20CAN00115,2020-12-04 00:00:00,NBS,NBS,New Business,2021-05-06 00:00:00.000,1.0,7000.0,Administrator,2021-05-06 12:44:34.137,Administrator,2021-05-06 12:44:34.137
430,20210506000023389,Q0000316,20CAN00115,2021-03-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2021-03-19 00:00:00.000,0.712329,34904.1,Administrator,2021-05-06 13:46:46.537,Administrator,2021-05-06 13:46:46.537
431,20210506000023394,Q0000316,20CAN00115,2021-03-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2021-03-19 00:00:00.000,0.712329,0.0,Administrator,2021-05-06 13:59:58.870,Administrator,2021-05-06 13:59:58.870
432,20210506000023400,Q0000316,20CAN00115,2021-04-08 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2021-04-08 00:00:00.000,0.657534,4602.73,Administrator,2021-05-06 14:03:50.997,Administrator,2021-05-06 14:03:50.997
433,20210506000023425,Q0000211,21TXN00127,2021-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,"Lower Limits to $ 500,000",2021-04-21 00:00:00.000,0.838356,-5492.89,Administrator,2021-05-06 16:56:22.713,Administrator,2021-05-06 16:56:22.713
434,20210506000023428,Q0000226,21PAL00076,2021-03-17 00:00:00,CAN,,,2021-03-17 00:00:00.000,0.0,-20000.0,Administrator,2021-05-07 02:40:30.100,Administrator,2021-05-07 02:40:30.100
